301.621006486239,3,197.310089798003,3,114.887156075226,3,69.6180948109653,3,48.4304263730664,3,29.8079310983219,3
207.319158247711,3,149.302019533793,3,126.444981844546,3,84.1160352262409,3,50.0287517591228,3,35.2694275238942,3
424.84093212102,3,228.71657669765,3,197.397944281532,3,171.427959072342,3,95.1068797730012,3,55.8177766401213,3
2447.0302544394,3,1749.41918854714,3,1208.11626723157,3,1218.71669831378,3,901.038083609657,3,516.420220223885,3
4200.5959911743,3,2722.23833648847,3,2449.08625988075,3,2025.72196691886,3,1672.38715654731,3,1154.2688515017,3
3616.32120886633,3,2641.64368375276,3,2181.4386485132,3,2176.10827419754,3,1503.92989338824,3,1213.31675722108,3
4253.54529479547,3,3109.98719864339,3,2809.99674996098,3,2454.84741515994,3,2072.50178770861,3,1365.24702344702,3
3277.55318112733,3,2845.73481246101,3,2361.38860077005,3,2286.18110899462,3,1735.98792210295,3,1362.15607796359,3
2690.29688535605,3,2793.18998631086,3,2556.09958414935,3,2336.99938188196,3,2046.02033557029,3,1459.5110423456,3
2435.73760580611,3,2260.27084853913,3,2502.7471014415,3,2631.8160513058,3,2302.45368076263,3,1917.94303832607,3
2583.46822839815,3,2157.95337330537,3,2114.90721124176,3,2671.02356051116,3,2688.93240986365,3,2194.26721148189,3
2920.06806379568,3,2418.33347842916,3,1989.97775796181,3,2142.43686009936,3,2615.35886264751,3,2480.74209277963,3
2564.4090788108,3,2582.68214325962,3,2144.97658991625,3,2094.24992968553,3,2305.30978412401,3,2683.5998043124,3
3419.36149860279,3,3579.24311346842,3,3726.282881088,3,3870.08596602173,3,3936.69729585156,3,4245.53278327006,3
2847.18466602006,3,2512.90804728862,3,2752.1453181306,3,3380.95678240472,3,3544.55109405591,3,3410.19215372972,3
1760.77306887136,3,1629.52353865029,3,1649.94152347004,3,2154.33610638473,3,2489.41493679652,3,2506.63181606311,3
31.0948050086234,3,47.99911767678,3,61.7668028333453,3,70.9383863666269,3,95.4544060360762,3,134.053501331688,3
